ID,DaRioRA,DaRioDEC,ObjID,ra,dec,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,gMeanPSFmagNpt,rMeanPSFmagNpt,iMeanPSFmagNpt,zMeanPSFmagNpt,gFlags,gQfPerfect,rFlags,rQfPerfect,iFlags,iQfPerfect,zFlags,zQfPerfect
"293","83.565292","-5.540044","101350835652472391","83.56525987","-5.54001767","17.4193","0.005611","16.4604","0.002586","15.2632","0.000852","14.5801","0.000854","2","3","7","8","16793912","0.999365","16793912","0.999628","16793912","0.998941","16793912","0.999395"
"295","83.568125","-4.824208","102210835681121384","83.56811956","-4.82419971","19.0277","0.008292","17.7514","0.003061","15.8912","0.000973","14.9361","0.000815","6","10","10","12","16696","0.999639","16696","0.999339","16696","0.999383","16696","0.999603"
"297","83.571","-4.729544","102320835710014920","83.57101052","-4.72959671","18.1204","0.005451","16.6139","0.001531","15.733","0.000836","15.1724","0.001141","4","10","11","7","16696","0.999767","16696","0.999688","16696","0.999212","16696","0.998966"
"298","83.571042","-4.801028","102230835710599199","83.57106162","-4.80102322","21.3503","0.098047","18.9488","0.007169","17.1934","0.001998","16.1833","0.001959","2","13","12","8","16793912","0.999189","16696","0.999815","16696","0.999752","16696","0.999902"
"299","83.571417","-5.638006","101230835714154788","83.57141501","-5.63803357","17.3537","0.00379","16.0976","0.001598","14.7265","0.000641","14.0498","0.000539","4","5","7","10","16793912","0.999622","16696","0.999405","16696","0.99863","16696","0.999632"
"300","83.571792","-5.484531","101410835717798977","83.57178661","-5.4845218","19.2155","0.017776","17.5189","0.012424","15.4446","0.000866","14.4212","0.000691","4","1","8","9","16793648","0.99929","16793912","0.998774","16696","0.999726","16696","0.999689"
"301","83.572625","-5.509803","101380835726308659","83.57263433","-5.5097853","17.3805","0.004644","16.2507","0.004824","14.8214","0.000551","14.4134","0.000722","4","1","10","8","16440","0.999736","16696","0.998108","16696","0.999618","16696","0.999903"
"302","83.572875","-5.532953","101360835728520853","83.57284786","-5.53295759","16.4682","0.003132","15.3099","0.002578","14.0169","0.000799","13.431","0.000533","2","1","2","6","16440","0.999707","16793912","0.999052","16696","0.998907","16696","0.999639"
"303","83.572917","-5.176592","101780835729028505","83.57291016","-5.17656515","19.7591","0.023874","17.8371","0.007062","16.5018","0.002502","15.6952","0.001144","2","2","3","13","16793912","0.999231","16793912","0.999067","16696","0.998928","16696","0.999507"
"304","83.573167","-6.0606","100720835731847636","83.57316808","-6.06061186","16.6162","0.001646","15.3831","0.000679","14.5398","0.000406","14.0858","0.00081","8","12","14","5","16696","0.999545","16696","0.999713","16696","0.999666","16696","0.999486"
"305","83.574083","-5.92865","100880835741275940","83.57411881","-5.92870502","18.223","0.005135","16.4308","0.001578","15.2522","0.000657","14.5084","0.000657","6","8","11","11","280","0.999666","16696","0.999229","16696","0.999082","16696","0.999623"
"306","83.575042","-5.559253","101320835750319271","83.57502413","-5.55927797","15.5679","0.001139","14.4393","0.001075","13.6628","0.00072","13.1944","0.000439","6","2","2","7","16696","0.999818","16793912","0.9995","16696","0.999084","16696","0.999695"
"307","83.575458","-5.475986","101420835754799217","83.57548777","-5.47599025","19.342","0.01958","16.8606","0.011824","16.1853","0.0014","15.3746","0.001267","4","1","7","7","16793648","0.999632","56","0.996699","312","0.998935","16696","0.999666"
"309","83.576292","-5.521233","101370835763705006","83.57629827","-5.52124368","20.5919","0.054462","18.1424","0.021212","16.4585","0.002828","15.4735","0.00122","4","1","2","9","16432","0.999741","280","0.972023","16696","0.999359","16696","0.999721"
"310","83.577208","-5.566733","101320835772050310","83.57719608","-5.56674387","15.4849","0.001316","14.3023","0.000821","13.6877","0.000598","13.279","0.000406","4","3","3","9","16696","0.999567","280","0.999418","16696","0.999172","16696","0.999769"
"313","83.579875","-6.436383","100270835798886761","83.57990061","-6.43638237","19.9153","0.013648","17.6123","0.003559","16.1728","0.000965","15.2695","0.000884","8","6","14","13","16696","0.999518","16696","0.999167","16696","0.999581","16696","0.999587"
"315","83.580625","-5.840572","100990835806161727","83.58061147","-5.84057442","18.448","0.006383","16.3264","0.001524","15.0614","0.000582","14.2765","0.000712","5","8","12","8","16696","0.999843","16696","0.999577","16696","0.999227","16696","0.999689"
"317","83.581458","-5.505517","101390835814513784","83.5814545","-5.50551475","15.1846","0.00136","13.7516","0.001083","13.2987","0.001","12.8127","0.001","4","1","1","1","16432","0.999693","16794680","0.956806","16777528","0.999681","16793912","0.998876"
"318","83.581667","-4.478486","102620835816556238","83.58165105","-4.47848863","15.2325","0.000939","14.5762","0.000628","14.2694","0.000522","14.0687","0.001026","6","6","6","3","16696","0.999252","16696","0.999828","16696","0.999614","16696","0.999464"
"319","83.583333","-4.359828","102760835833288612","83.58331745","-4.35985096","15.164","0.001068","14.3395","0.000898","13.8066","0.000542","13.6706","0.000481","5","3","4","9","16696","0.999139","312","0.998157","312","0.999071","16696","0.999595"
"322","83.584417","-5.971003","100830835844095170","83.58440189","-5.97101601","17.5594","0.002805","16.3786","0.00186","14.9184","0.00049","14.2586","0.000806","8","5","14","6","280","0.999718","16696","0.999305","16696","0.999475","16696","0.999062"
"323","83.58475","-4.982347","102020835847531600","83.58476038","-4.98234442","17.6037","0.003989","16.4194","0.001572","15.1866","0.000595","14.5859","0.000599","4","7","12","14","16696","0.999224","16696","0.999217","16696","0.998366","16696","0.999678"
"325","83.586208","-4.583869","102490835861789753","83.58618576","-4.58389333","17.7635","0.003178","16.6904","0.001571","15.2968","0.000598","14.6866","0.00078","8","10","14","9","16696","0.999744","16696","0.999162","16696","0.999329","16696","0.99905"
"326","83.586417","-5.512822","101380835864514194","83.58645292","-5.51352294","20.4619","0.202516","17.4755","0.015591","13.8798","0.000486","13.6095","0.000656","1","1","5","5","16777496","0.999433","16777496","0.997036","280","0.999249","280","0.999425"
"328","83.587333","-4.56925","102510835873287320","83.5873269","-4.56926964","15.5643","0.001191","14.4094","0.000517","13.803","0.000467","13.4467","0.000578","5","8","5","5","16696","0.999428","16696","0.999638","16696","0.999688","16696","0.99964"
"330","83.5885","-5.592989","101280835884888811","83.58847321","-5.59300335","18.4038","0.006803","17.3284","0.003649","15.5623","0.00082","14.8237","0.000895","4","5","10","9","16696","0.999747","16696","0.999498","312","0.999208","16696","0.999173"
"333","83.58975","-5.181539","101780835897222561","83.58973076","-5.18151968","20.1424","0.067566","17.8384","0.007126","16.3253","0.001476","15.4226","0.001206","2","2","7","8","16432","0.99963","16793912","0.999156","16696","0.998628","16696","0.999317"
"336","83.594042","-6.341458","100390835940150662","83.59399927","-6.34143614","18.1889","0.003865","17.0214","0.002032","15.4762","0.000556","14.7678","0.000754","8","9","20","10","16696","0.999714","16696","0.999496","16696","0.999637","16696","0.99961"
"337","83.595792","-4.694242","102360835957877335","83.59578278","-4.69426835","15.8729","0.001554","15.0078","0.000713","14.1347","0.000866","13.479","0.000603","4","8","2","5","16696","0.999843","16696","0.99964","16696","0.999563","16696","0.999515"
"338","83.596083","-4.599139","102480835961091457","83.59611273","-4.59914695","16.8642","0.001965","15.5395","0.00094","14.7296","0.000463","14.2478","0.000616","7","8","13","10","16696","0.999751","16696","0.999618","16696","0.999682","16696","0.999487"
"340","83.598375","-6.310814","100420835983667421","83.59833746","-6.31080422","16.8149","0.001588","15.6216","0.000956","14.4794","0.000359","13.9432","0.000439","10","8","17","13","16696","0.999564","16696","0.999259","16696","0.999528","16696","0.999578"
"341","83.59925","-5.137753","101830835992855115","83.5992862","-5.137731","17.8448","0.009303","16.5331","0.002237","15.151","0.000684","14.4296","0.000682","2","5","9","9","16793912","0.998886","16793912","0.998671","16696","0.998867","16696","0.99903"
"344","83.601042","-4.782089","102260836010471883","83.60104307","-4.78211182","18.745","0.006074","17.2295","0.001992","15.7106","0.000835","14.8868","0.000828","7","13","11","10","16793912","0.999403","16696","0.99964","16696","0.99928","16696","0.999139"
"346","83.60125","-6.115439","100660836012641888","83.60125202","-6.11541896","15.9997","0.001239","14.8232","0.000894","14.0846","0.000428","13.6861","0.000444","7","4","8","11","16696","0.999743","16696","0.999277","16696","0.999539","16696","0.999288"
"347","83.601583","-4.881228","102140836015792917","83.60158151","-4.88123654","20.8157","0.035492","18.698","0.006071","17.1282","0.002086","16.1437","0.002099","4","11","9","8","16793912","0.999188","16793912","0.999305","16696","0.999631","16696","0.998885"
"348","83.602458","-4.299864","102840836024540569","83.6024488","-4.29988556","17.3111","0.002922","16.0183","0.001268","15.0055","0.00049","14.4703","0.00061","6","8","15","12","16696","0.999756","16696","0.999499","16696","0.999635","16696","0.999249"
"349","83.60325","-5.369564","101550836032426949","83.60324727","-5.36953539","16.9051","0.015309","14.6698","0.002646","14.7633","0.000579","14.2192","0.000672","1","1","9","8","16793656","0.976575","16793912","0.954685","16777496","0.9997","16696","0.99962"
"350","83.603542","-6.744608","99900836035306872","83.60351807","-6.74458997","17.6185","0.003572","16.4269","0.00235","15.2483","0.000739","14.6518","0.000734","5","3","9","11","16696","0.999765","16696","0.998821","16696","0.999535","16696","0.999567"
"353","83.604917","-4.753033","102290836049406778","83.60493948","-4.75305283","17.3466","0.003587","15.7693","0.000954","14.5954","0.000512","13.9473","0.000588","4","10","9","8","16696","0.999685","16696","0.999816","16696","0.999612","16696","0.999477"
"354","83.605667","-5.721864","101130836056764150","83.60566997","-5.72189986","20.6462","0.028395","18.0133","0.004367","16.3753","0.001185","15.3092","0.001096","6","8","12","10","280","0.999647","16696","0.999342","16696","0.999635","16696","0.999382"
"355","83.605917","-4.948628","102060836059172092","83.60590657","-4.94862294","16.0522","0.002031","15.1005","0.000597","14.103","0.000491","13.4102","0.00053","3","12","6","6","16696","0.999511","16696","0.999677","16696","0.998714","16696","0.999673"
"356","83.607208","-4.948728","102060836072361965","83.60722325","-4.94872147","15.6891","0.001445","14.2601","0.000501","13.757","0.001099","13.2673","0.000459","4","7","1","7","16696","0.999678","16696","0.999688","16793912","0.999628","16696","0.999619"
"358","83.607833","-4.940961","102070836078531278","83.60784278","-4.94096006","16.3286","0.004274","15.1907","0.000886","14.2838","0.000436","13.779","0.000545","1","6","9","8","16696","0.999761","16696","0.999171","16696","0.99843","16696","0.999721"
"359","83.609","-5.441778","101470836090110263","83.60901331","-5.44177911","20.386","0.293919","15.4392","0.003514","13.9816","0.000415","13.1025","0.000563","1","2","8","4","16777528","0.996992","16777528","0.99675","16696","0.999732","16793912","0.999571"
"362","83.609417","-6.76925","99870836093897341","83.60939161","-6.76920077","15.8513","0.001046","14.7498","0.000605","14.241","0.000329","14.0038","0.000497","8","8","16","11","16696","0.999729","16696","0.999843","16696","0.999618","16696","0.999523"
"363","83.609792","-6.183778","100570836097849859","83.60976401","-6.18378414","15.1945","0.000889","14.4218","0.000453","14.0175","0.000388","13.8221","0.000474","6","10","9","11","16696","0.999746","16696","0.999725","16696","0.998921","16696","0.998919"
"365","83.6115","-5.699264","101160836114371271","83.61148144","-5.69927782","17.6509","0.003465","16.4875","0.001534","15.1487","0.000588","14.4935","0.000791","6","9","13","8","280","0.999545","16696","0.999617","16696","0.999227","16696","0.999639"
"366","83.611625","-5.475603","101420836116469672","83.6116501","-5.47560014","16.6286","0.003577","14.7685","0.003352","14.5472","0.00063","14.0521","0.000638","2","1","6","8","48","0.999702","56","0.993802","312","0.999611","16696","0.999189"
"368","83.61275","-5.541422","101350836128640722","83.61275959","-5.54143384","16.5926","0.002878","15.5371","0.00284","13.8825","0.000435","13.46","0.0005","4","1","6","7","24","0.999571","16795704","0.999075","16793912","0.998672","16793912","0.999671"
"370","83.61475","-5.474575","101430836147400911","83.61473916","-5.47457213","17.5632","0.00639","15.9237","0.008238","14.6465","0.000506","14.0459","0.000721","2","1","10","6","56","0.999092","56","0.997025","312","0.999736","16696","0.999949"
"371","83.615292","-5.622008","101250836153103978","83.61529169","-5.62203371","20.7794","0.040716","19.6079","0.016475","17.6209","0.002474","16.8874","0.003567","5","8","14","5","16793912","0.999818","16696","0.9991","16696","0.999689","16696","0.999178"
"373","83.615875","-5.702814","101150836158767026","83.61586708","-5.70283647","17.1963","0.002654","16.1106","0.001229","14.974","0.000639","14.4291","0.000692","6","9","9","10","280","0.999738","16696","0.999413","16696","0.999702","16696","0.999763"
"374","83.616","-5.725422","101120836159939889","83.61598758","-5.72544149","17.4534","0.003015","16.2727","0.0016","14.9058","0.000652","14.2349","0.000565","6","6","8","12","280","0.999661","16696","0.999466","16696","0.999687","16696","0.999299"
"375","83.616375","-5.442958","101460836163618857","83.61636361","-5.44294781","17.4838","0.016065","13.8678","0.001698","14.5016","0.000456","13.626","0.000554","1","1","12","7","16777240","0.993915","16793656","0.997926","16696","0.999729","16696","0.999817"
"377","83.617042","-6.270319","100470836169466247","83.61699322","-6.27031173","15.9553","0.001285","14.674","0.000793","13.9881","0.000577","13.634","0.000703","6","4","4","3","280","0.999384","280","0.999401","280","0.999503","280","0.999076"
"377","83.617042","-6.270319","100470836171285976","83.61699215","-6.27031391","15.9776","0.00189","14.8179","0.000806","14.008","0.000371","13.6635","0.00085","3","5","10","3","16696","0.999406","16696","0.999074","16696","0.99914","16696","0.998984"
"380","83.6195","-4.577661","102500836194907221","83.61948527","-4.57768791","17.0865","0.002351","15.7697","0.000954","14.8223","0.00045","14.3036","0.000673","6","9","15","9","16696","0.999458","16696","0.999239","16696","0.999043","16696","0.999649"
"381","83.619542","-6.368878","100350836195687752","83.61954897","-6.36885931","16.519","0.002085","15.3825","0.000941","14.5294","0.000404","14.0534","0.000579","4","6","14","9","16696","0.999709","16696","0.999509","16696","0.999388","16696","0.999366"
"382","83.620208","-5.787164","101050836202045789","83.62020195","-5.78719847","14.738","0.000884","13.4867","0.000707","14.1944","0.0005","12.6974","0.000448","4","2","6","5","16696","0.999847","16696","0.999835","16794168","0.953254","16794680","0.999523"
"384","83.621125","-6.647717","100020836212193195","83.62113161","-6.64771848","15.3004","0.001145","14.164","0.000435","13.5799","0.001","13.3196","0.000438","4","8","1","8","16696","0.999527","16696","0.99952","16793912","0.99941","16696","0.999164"
"386","83.621917","-5.244375","101700836219557208","83.62194321","-5.24436398","15.1264","0.002974","14.2081","0.001117","13.2983","0.000707","12.4017","0.001","1","1","2","1","16793912","0.990455","16793912","0.997637","16793912","0.999662","16794168","0.999817"
"389","83.623125","-4.75075","102290836231189513","83.62312202","-4.75076518","16.8353","0.003355","15.7778","0.001111","14.8389","0.000494","14.3776","0.000824","4","8","13","7","16696","0.999776","16696","0.99951","16696","0.999709","16696","0.999715"
"391","83.623333","-5.790197","101050836233522182","83.62334923","-5.79019917","16.7355","0.002041","15.5185","0.00102","14.5084","0.000406","14.1114","0.000751","6","7","14","6","280","0.99977","16696","0.999819","16696","0.999843","16696","0.998892"
"392","83.624125","-4.863253","102160836241044504","83.62411316","-4.86325043","18.6581","0.015221","16.6553","0.001959","16.0699","0.001123","15.7554","0.002443","1","7","10","3","16696","0.999701","16696","0.999266","16696","0.998774","16696","0.999247"
"394","83.624458","-5.068164","101910836244428626","83.62444328","-5.06814399","17.2758","0.002494","16.2388","0.001151","14.946","0.000763","14.4249","0.000718","7","12","6","9","16696","0.999639","16696","0.999374","16696","0.999625","16696","0.999695"
"395","83.62525","-4.830739","102200836252533531","83.62525482","-4.83074108","15.6555","0.00118","14.5477","0.000493","13.9501","0.000508","13.5296","0.000519","6","10","5","7","16696","0.9993","16696","0.999752","16696","0.998874","16696","0.999281"
"396","83.625875","-4.975117","102030836258640292","83.62586029","-4.97510663","17.0181","0.002574","15.8046","0.000869","14.6114","0.00051","14.0431","0.00051","5","12","9","11","16696","0.999713","16696","0.999702","16696","0.998971","16696","0.99964"
"398","83.626042","-6.366964","100360836262410025","83.62607299","-6.36694585","16.9589","0.002641","15.7627","0.000936","14.5197","0.000503","13.9338","0.000661","4","10","9","6","16696","0.999826","16696","0.999363","16696","0.999021","16696","0.999614"
"400","83.627417","-4.564442","102520836274373030","83.62742642","-4.56450894","17.8809","0.0041","16.3226","0.00135","15.38","0.000771","14.8158","0.000896","5","8","9","8","16696","0.999822","16696","0.998996","16696","0.999465","16696","0.998174"
"401","83.627667","-4.597961","102480836276682863","83.62766713","-4.59798443","17.6199","0.004619","16.0507","0.001063","14.9748","0.000569","14.4478","0.000819","3","10","11","6","16696","0.99984","16696","0.999664","16696","0.999614","16696","0.999716"
"402","83.628667","-4.418633","102690836287187965","83.62872419","-4.41874256","16.4818","0.002407","15.3357","0.001079","14.6598","0.000463","14.3352","0.000653","3","5","12","10","16696","0.999689","16696","0.999096","16696","0.999472","16696","0.999198"
"404","83.630375","-5.481892","101420836303932121","83.6303845","-5.48189754","17.1589","0.004973","15.3079","0.004643","14.3767","0.000495","13.6577","0.000603","2","1","8","6","16440","0.999084","16440","0.950722","16696","0.999163","16696","0.999619"
"405","83.631042","-6.722953","99930836310632832","83.63106178","-6.72295543","17.6681","0.003153","16.4728","0.001565","15.0267","0.000477","14.3315","0.000544","6","8","17","13","16696","0.999397","16696","0.999804","16696","0.999664","16696","0.999639"
"408","83.632","-5.474142","101430836320171432","83.63201318","-5.4741404","21.3848","-999","19.6948","0.134938","14.7261","0.000669","14.434","0.000822","1","1","6","6","16777496","0.999117","16696","0.96108","16696","0.999367","16696","0.999525"
"409","83.632625","-5.588883","101290836326453741","83.63263177","-5.58888819","16.4355","0.001974","15.2785","0.00174","14.4278","0.000432","14.0261","0.00053","5","2","11","10","16696","0.999703","312","0.998337","312","0.999086","16696","0.999233"
"410","83.632917","-5.443561","101460836329348134","83.6330123","-5.44354999","19.5872","0.222196","15.2344","0.004441","14.4507","0.000488","13.9057","0.000625","2","1","9","7","16793656","0.995299","16440","0.994575","16696","0.999722","16696","0.999588"
"412","83.6335","-5.190233","101770836334942132","83.63350295","-5.19022093","20.7696","0.214826","18.0231","0.009697","16.4537","0.001945","15.3716","0.001005","1","4","5","12","16432","0.999042","16696","0.998987","16696","0.99902","16696","0.999676"
"414","83.635958","-5.728297","101120836359616452","83.63595169","-5.72831241","16.0681","0.001747","14.7597","0.00062","13.7429","0.001007","13.0582","0.00038","4","8","1","8","16696","0.999707","16696","0.999259","16696","0.998909","16696","0.998734"
"417","83.639458","-4.725803","102320836394499364","83.63945139","-4.72591132","17.7998","0.003451","16.2826","0.001351","15.3409","0.000692","14.6651","0.001704","7","9","11","2","16696","0.999684","16696","0.999648","16696","0.999658","16696","0.999169"
"420","83.640333","-5.243375","101700836403418415","83.64034074","-5.24335466","15.7393","0.005201","14.8145","0.001989","14.1598","0.000423","13.715","0.000493","1","1","9","8","16793912","0.997752","16696","0.979536","16696","0.999683","16696","0.999562"
"421","83.6405","-5.672989","101190836405072804","83.64049748","-5.67301681","18.7598","0.00815","17.4069","0.00574","15.6477","0.000735","14.7136","0.000961","5","3","14","6","280","0.999811","16793912","0.999418","16696","0.999032","16696","0.998254"
"422","83.641083","-5.943908","100860836411277688","83.64111487","-5.94393823","17.7028","0.00398","16.5697","0.002204","15.0387","0.000498","14.3363","0.000575","5","5","16","12","16696","0.999755","16696","0.998755","16696","0.999041","16696","0.999555"
"424","83.6415","-5.5809","101300836414963297","83.64148114","-5.58092691","16.7043","0.002335","15.3172","0.001464","14.3105","0.000553","13.757","0.000575","5","3","6","7","16696","0.999654","16793912","0.999403","16696","0.999139","16696","0.999421"
"425","83.642375","-4.807753","102230836423751099","83.642373","-4.80776517","17.0871","0.002463","15.8754","0.000915","14.7613","0.0005","14.206","0.000606","6","12","11","9","16696","0.999785","16696","0.999386","16696","0.99927","16696","0.998876"
"426","83.64275","-6.036033","100750836427177160","83.64272208","-6.03604054","17.4675","0.002226","16.3406","0.001325","15.136","0.00052","14.5303","0.000917","12","9","16","6","16696","0.999736","16696","0.99947","16696","0.998898","16696","0.999487"
"427","83.643583","-4.686278","102370836435806880","83.64358033","-4.68630613","15.2495","0.000922","14.2557","0.000669","13.7588","0.000728","13.4602","0.000456","6","4","2","8","16696","0.999676","16696","0.999519","16793912","0.999056","16696","0.9997"
"429","83.645333","-4.712067","102340836453425915","83.64534465","-4.71210154","16.9","0.002394","15.7481","0.001121","14.7667","0.000515","14.302","0.000702","5","7","11","7","16696","0.999552","16696","0.999648","16696","0.999014","16696","0.999167"
"430","83.645333","-6.190553","100570836453261751","83.64531234","-6.1905381","18.0649","0.003362","16.855","0.001964","15.1187","0.000558","14.3134","0.000611","10","8","14","11","16696","0.999699","16696","0.999283","16696","0.99967","16696","0.99965"
"431","83.645542","-4.648006","102420836455342776","83.64553204","-4.6480485","18.7485","0.006408","16.8605","0.001768","15.7462","0.000801","14.9804","0.00087","7","10","12","10","16696","0.99967","16696","0.999298","16696","0.999336","16696","0.999457"
"433","83.646667","-5.575617","101300836466749651","83.64665647","-5.57563047","18.459","0.007409","17.2206","0.005076","15.6776","0.000873","14.7475","0.000847","4","3","10","8","16793912","0.999743","16793912","0.999422","16696","0.999629","16696","0.999402"
"434","83.646708","-4.897853","102120836467212984","83.64671877","-4.89786068","18.4909","0.005115","17.3116","0.001957","15.6019","0.000809","14.8206","0.000755","8","14","11","12","16696","0.999175","16696","0.999702","16696","0.999566","16696","0.999643"
"437","83.649","-5.669297","101190836490077252","83.64899653","-5.66931217","17.7876","0.003426","16.5225","0.003614","15.2205","0.000579","14.6851","0.001019","8","2","14","6","16777496","0.9997","16793912","0.999099","16696","0.999523","16696","0.999122"
"438","83.649333","-6.3652","100360836493292185","83.64931941","-6.36515828","17.1091","0.004302","15.8522","0.001752","14.8941","0.00055","14.4482","0.000793","2","3","11","6","16793912","0.999642","16793912","0.999342","16793912","0.999341","16793912","0.99915"
"440","83.650375","-5.704217","101150836503965351","83.65038865","-5.70422937","15.5588","0.001111","14.424","0.001081","13.9438","0.000509","13.5067","0.000453","6","2","5","9","16696","0.999661","16696","0.998652","16696","0.999265","16696","0.999951"
"441","83.650625","-6.092972","100680836505988813","83.65059831","-6.09298888","15.4099","0.000937","14.5932","0.000477","14.3987","0.000538","13.9272","0.000586","8","10","8","8","16696","0.999708","16696","0.99953","16696","0.999227","16696","0.999422"
"443","83.651042","-6.080975","100700836510453218","83.65104573","-6.08098748","17.5969","0.002578","16.4146","0.001436","15.1618","0.000603","14.5408","0.000664","10","8","12","12","16696","0.999807","16696","0.999489","16696","0.999019","16696","0.999661"
"444","83.651958","-6.703203","99950836519676563","83.65197972","-6.70319692","18.6021","0.004862","17.3767","0.002399","15.5793","0.000607","14.7747","0.000648","8","10","19","15","16696","0.999855","16696","0.999825","16696","0.999207","16696","0.999576"
"445","83.65225","-5.604767","101270836522714697","83.65225967","-5.6047631","16.0354","0.002051","14.7874","0.001329","13.7221","0.000345","13.1532","0.000426","3","2","9","7","312","0.999219","16793912","0.999651","1080","0.999645","16696","0.999674"
"446","83.654333","-4.552911","102530836543696963","83.65435196","-4.55292193","18.6683","0.005568","16.7719","0.001798","15.6196","0.000749","14.8699","0.00098","8","8","12","8","16696","0.999634","16696","0.999672","16696","0.999114","16696","0.999046"
"447","83.654583","-5.519153","101370836545847435","83.6545707","-5.51914829","18.4706","0.018804","17.0502","0.008302","15.3377","0.000882","14.524","0.00094","1","1","7","6","4120","0.999566","16793912","0.999339","16696","0.999132","16696","0.999296"
"448","83.656125","-5.581097","101300836561133091","83.65610003","-5.58110072","15.2265","0.00165","14.2432","0.000809","13.6067","0.000707","13.3655","0.000522","2","3","2","6","16696","0.998883","16793912","0.999817","16793912","0.999643","16696","0.99917"
"449","83.656375","-5.688153","101170836564194603","83.6564207","-5.68819769","17.0727","0.002342","15.5615","0.00116","14.4532","0.000408","13.7832","0.000643","7","6","13","6","280","0.99969","16696","0.998987","16793912","0.99964","16793912","0.999645"
"450","83.656542","-5.719633","101130836565476842","83.65653792","-5.71965421","17.2318","0.002375","15.739","0.001143","14.6266","0.000462","14.1402","0.000656","8","7","12","8","280","0.999677","16696","0.999729","16696","0.999615","16696","0.999682"
"451","83.656958","-5.717911","101130836570028921","83.6570149","-5.71791813","16.5909","0.00193","15.1993","0.000929","14.1663","0.000338","13.5416","0.000438","6","6","14","10","280","0.999139","16696","0.9997","16793912","0.999834","16793912","0.999413"
"452","83.657167","-4.816036","102220836571611182","83.65716328","-4.81603137","18.4234","0.005957","16.8887","0.002385","15.7086","0.000805","15.0667","0.000959","5","6","12","9","16793912","0.999366","16696","0.999737","16696","0.999624","16696","0.999787"
"453","83.658208","-4.852486","102170836582047436","83.65820519","-4.85248175","17.6243","0.003113","16.1628","0.001307","15.2234","0.000653","14.7116","0.00083","7","8","11","8","16696","0.999815","16696","0.999689","16696","0.998805","16696","0.998927"
"454","83.658167","-5.685756","101170836581747507","83.65816689","-5.68576188","14.5243","0.000655","13.5971","0.001","13.2257","0.001","12.8597","0.001","6","1","1","1","16696","0.999691","568","0.999335","16777528","0.99904","16777528","0.999597"
"455","83.65875","-5.461264","101440836587486893","83.65873942","-5.4612545","15.6728","0.00205","15.688","0.005224","14.8988","0.000655","14.3754","0.000638","3","1","8","10","16793912","0.998624","16777528","0.996026","312","0.999496","16696","0.999617"
"456","83.658833","-5.082758","101900836588341121","83.65882677","-5.08274262","16.7571","0.002471","15.3337","0.001365","14.4978","0.000586","14.021","0.000446","4","3","6","14","16696","0.999518","16696","0.999551","16696","0.999138","16696","0.999139"
"458","83.660792","-6.599014","100080836608121589","83.66081562","-6.59900832","17.6396","0.002875","16.4248","0.001364","15.2195","0.000609","14.5872","0.000784","8","10","13","9","16793912","0.999814","16793912","0.999729","16793912","0.999599","16793912","0.998925"
"460","83.661458","-6.139697","100630836614692752","83.66146151","-6.13970383","18.0159","0.004129","16.8333","0.002054","15.3117","0.000658","14.6476","0.000703","6","7","12","11","16696","0.999737","16696","0.999822","16696","0.99945","16696","0.999019"
"461","83.662","-6.422733","100290836620303080","83.66204711","-6.42278381","16.6074","0.002559","15.3196","0.00072","14.7634","0.000545","14.2429","0.000602","3","10","8","9","16793912","0.999664","16793912","0.999419","16793912","0.999251","16793912","0.999623"
"462","83.662667","-4.924675","102090836626790836","83.66266037","-4.92467022","18.0759","0.004648","16.3476","0.00102","14.8966","0.00045","14.1257","0.000584","6","16","16","10","16696","0.999724","16696","0.999318","16696","0.999581","16696","0.999607"
"463","83.662917","-6.455897","100250836629023305","83.66292209","-6.4559056","16.8671","0.002222","15.6156","0.000967","14.6438","0.000377","14.1683","0.000646","5","8","18","7","16696","0.99969","16696","0.999319","16696","0.999592","16696","0.999007"
"464","83.663","-6.286597","100450836629936524","83.66298822","-6.28656762","17.643","0.002891","16.4442","0.001581","14.9974","0.00048","14.3735","0.000781","8","7","16","6","16696","0.999572","16696","0.999629","16696","0.998765","16696","0.999639"
"467","83.665458","-6.120353","100650836654845982","83.66546931","-6.12034964","17.0536","0.002081","15.8987","0.001318","14.5847","0.000494","13.9452","0.000511","8","6","10","10","16696","0.999506","16696","0.999433","16696","0.999159","16696","0.999002"
"469","83.666125","-6.142811","100620836661319022","83.66612235","-6.1428112","17.2938","0.002994","16.0939","0.001261","14.9859","0.000515","14.4557","0.000744","5","8","14","8","16696","0.999689","16696","0.999537","16696","0.99939","16696","0.999669"
"474","83.668708","-4.961006","102040836686567204","83.66864428","-4.96098414","17.5758","0.003328","16.3934","0.001683","15.2951","0.000934","14.6427","0.000647","6","6","6","13","16696","0.999726","16696","0.999694","16696","0.999484","16793912","0.999691"
"475","83.66925","-4.725428","102320836692439912","83.66924423","-4.72543851","19.0982","0.00815","17.2565","0.002842","15.8968","0.000817","15.1072","0.000889","7","7","14","11","16696","0.999693","16696","0.999291","16696","0.998998","16696","0.999698"
