ID,DaRioRA,DaRioDEC,ObjID,ra,dec,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,gMeanPSFmagNpt,rMeanPSFmagNpt,iMeanPSFmagNpt,zMeanPSFmagNpt,gFlags,gQfPerfect,rFlags,rQfPerfect,iFlags,iQfPerfect,zFlags,zQfPerfect
"17","83.178292","-5.185008","101770831783268430","83.1783377","-5.18496492","14.4353","0.000601","13.6401","0.000577","13.274","-999","13.0769","0.000534","6","3","0","4","16696","0.999495","16696","0.999826","36","-999","16696","0.99968"
"17","83.178292","-5.185008","101770831785159252","83.17850491","-5.18426683","19.1651","0.043615","-999","-999","-999","-999","-999","-999","1","0","0","0","16","0.429191","0","-999","0","-999","0","-999"
"17","83.178292","-5.185008","101770831788107763","83.17880172","-5.18560124","-999","-999","-999","-999","18.0113","0.010422","-999","-999","0","0","2","0","0","-999","0","-999","4120","0.590204","0","-999"
"18","83.180917","-5.599228","101280831809281312","83.18090383","-5.59924635","17.5554","0.00423","15.9634","0.001278","14.6649","0.000512","13.8988","0.000452","4","7","10","12","16696","0.999472","16696","0.999814","16696","0.999669","16696","0.99966"
"18","83.180917","-5.599228","101280831812110811","83.18117038","-5.59964665","21.0155","0.221265","-999","-999","-999","-999","-999","-999","1","0","0","0","16","0.692587","0","-999","0","-999","0","-999"
"19","83.183667","-5.497886","101400831836592882","83.18366106","-5.49795451","20.0564","0.015504","17.9421","0.003638","16.6603","0.001221","15.8125","0.00136","8","10","15","10","16696","0.99965","16696","0.999829","16696","0.998851","16696","0.999668"
"20","83.184542","-4.935903","102070831843066717","83.18430681","-4.93640949","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","0","-999","16416","-999"
"20","83.184542","-4.935903","102070831845688040","83.18456568","-4.9353165","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","0","-999"
"20","83.184542","-4.935903","102070831846077249","83.18461416","-4.93601634","12.354","-999","11.878","-999","11.711","-999","11.647","-999","0","0","0","0","16420","-999","16420","-999","36","-999","36","-999"
"20","83.184542","-4.935903","102070831846856899","83.18476286","-4.93621776","-999","-999","-999","-999","13.5529","0.000438","14.359","0.002338","0","0","6","1","16416","-999","16416","-999","16794680","0.50375","16794680","0.197709"
"21","83.184917","-5.335192","101590831849068953","83.18491836","-5.33452963","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","16416","-999"
"21","83.184917","-5.335192","101590831849718205","83.18495027","-5.3351589","13.834","0.000794","12.378","-999","11.777","-999","11.38","-999","2","0","0","0","16696","0.9997","16420","-999","16420","-999","16420","-999"
"21","83.184917","-5.335192","101590831849728987","83.18497333","-5.33451599","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","0","-999"
"21","83.184917","-5.335192","101590831852537374","83.18525347","-5.33585983","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","16416","-999"
"22","83.184958","-5.852806","100970831849486974","83.18493953","-5.85288608","15.3829","0.000978","14.4494","0.000516","14.1074","0.000366","13.8951","0.00052","6","8","11","10","16696","0.999429","16696","0.999803","16696","0.999384","16696","0.999118"
"23","83.190292","-5.330281","101600831904923891","83.19050962","-5.33043614","14.0426","0.000854","12.748","-999","12.404","-999","12.215","-999","2","0","0","0","16696","0.999112","16420","-999","16420","-999","16420","-999"
"23","83.190292","-5.330281","101600831906283339","83.19062881","-5.33088886","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","16416","-999"
"23","83.190292","-5.330281","101600831906414835","83.19064195","-5.32964259","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","16416","-999"
"23","83.190292","-5.330281","101600831910733785","83.19095301","-5.33050342","-999","-999","-999","-999","-999","-999","16.3487","0.007409","0","0","0","1","16416","-999","16416","-999","16416","-999","4120","0.598186"
"24","83.191333","-6.143392","100620831907128627","83.19071602","-6.14314239","-999","-999","17.5027","0.009488","-999","-999","-999","-999","0","1","0","0","0","-999","16777232","0.403712","0","-999","0","-999"
"24","83.191333","-6.143392","100620831910618521","83.19107637","-6.14322421","-999","-999","13.5796","0.001078","-999","-999","-999","-999","0","1","0","0","0","-999","4120","0.601526","0","-999","0","-999"
"24","83.191333","-6.143392","100620831913498410","83.19135341","-6.14331342","13.272","-999","12.826","-999","12.666","-999","12.604","-999","0","0","0","0","16420","-999","16420","-999","16420","-999","16420","-999"
"25","83.193208","-5.003083","101990831932196715","83.19322369","-5.00308733","18.3529","0.005263","16.6345","0.001603","15.6297","0.000731","15.0591","0.001065","6","8","13","7","16696","0.999763","16696","0.99958","16696","0.999706","16696","0.999637"
"26","83.193708","-4.960958","102040831934157282","83.19336456","-4.96090359","-999","-999","-999","-999","8.25679","0.001","-999","-999","0","0","1","0","16416","-999","0","-999","24","0","0","-999"
"26","83.193708","-4.960958","102040831934346629","83.19325873","-4.96140882","12.8459","0.001","-999","-999","13.4397","0.000408","-999","-999","1","0","6","0","16777232","0.080245","0","-999","16777240","0.915818","0","-999"
"26","83.193708","-4.960958","102040831936167515","83.19356796","-4.96082917","-999","-999","9.3592","0.000707","-999","-999","8.6925","0.000707","0","2","0","2","0","-999","24","0.017776","0","-999","24","0.03307"
"26","83.193708","-4.960958","102040831936457964","83.1938754","-4.96032252","12.7698","0.001","-999","-999","13.6259","0.000707","13.2178","0.000947","1","0","2","2","16777232","0.093632","0","-999","16777240","0.074424","16777240","0.749367"
"26","83.193708","-4.960958","102040831938597192","83.193695","-4.960957","8.85","-999","8.899","-999","8.991","-999","9.06","-999","0","0","0","0","68","-999","16484","-999","68","-999","16484","-999"
"26","83.193708","-4.960958","102040831939208089","83.19396787","-4.96021563","-999","-999","13.2778","0.000991","-999","-999","-999","-999","0","2","0","0","0","-999","16777240","0.884124","0","-999","0","-999"
"26","83.193708","-4.960958","102040831941247793","83.19414305","-4.96050127","-999","-999","13.66","0.001328","13.3345","0.000577","13.8161","0.001546","0","1","3","1","0","-999","16","0.709487","16777240","0.903172","16777240","0.885607"
"26","83.193708","-4.960958","102040831941577231","83.19412517","-4.96101131","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","0","-999","0","-999","0","-999"
"26","83.193708","-4.960958","102040831944586943","83.19445886","-4.96122066","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","0","-999","0","-999","0","-999"
"27","83.195542","-5.269625","101670831955206853","83.19552018","-5.26961245","14.0336","0.000475","13.239","-999","12.965","-999","12.81","-999","6","0","0","0","16696","0.999464","16420","-999","16420","-999","16420","-999"
"27","83.195542","-5.269625","101670831958976692","83.19589787","-5.26976249","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","16416","-999"
"27","83.195542","-5.269625","101670831958976694","83.19591074","-5.26975985","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","0","-999","16416","-999"
"28","83.198375","-4.814514","102220831983552469","83.19837185","-4.81496154","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","0","-999","0","-999"
"28","83.198375","-4.814514","102220831983683658","83.19842467","-4.81403017","-999","-999","-999","-999","17.9223","0.021794","-999","-999","0","0","1","0","0","-999","0","-999","4120","0.796333","0","-999"
"28","83.198375","-4.814514","102220831983903003","83.19840035","-4.81451934","16.8198","0.002389","15.6406","0.001126","14.3373","0.000425","13.7194","0.000454","4","6","10","11","16696","0.998836","16696","0.999211","16696","0.99972","16696","0.999096"
"29","83.199583","-6.220269","100530831995305467","83.19952812","-6.22078263","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","0","-999","0","-999"
"29","83.199583","-6.220269","100530831995876076","83.19958554","-6.22025467","14.3078","0.00049","13.364","-999","13.109","-999","12.979","-999","8","0","0","0","16696","0.999424","16420","-999","16420","-999","16420","-999"
"30","83.207375","-4.471386","102630832067885143","83.20685085","-4.4711767","-999","-999","17.2486","0.005585","17.3343","0.007051","-999","-999","0","2","1","0","0","-999","4120","0.60549","16781336","0.707022","0","-999"
"30","83.207375","-4.471386","102630832071004600","83.20710014","-4.47150826","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","16416","-999","0","-999"
"30","83.207375","-4.471386","102630832072665420","83.20726674","-4.47082374","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","16416","-999"
"30","83.207375","-4.471386","102630832074134782","83.20739887","-4.47140799","13.385","-999","12.729","-999","12.387","-999","12.168","-999","0","0","0","0","16420","-999","16420","-999","4","-999","16420","-999"
"31","83.2125","-4.460972","102640832124737252","83.2124706","-4.46097591","15.2087","0.001278","14.5275","0.000677","14.1579","0.000478","13.908","0.000642","3","5","7","7","16696","0.998512","16696","0.999106","16696","0.999712","16696","0.999511"
"32","83.212667","-5.709525","101140832123729144","83.21223993","-5.70956134","-999","-999","-999","-999","12.2187","0.000724","-999","-999","0","0","2","0","32","-999","32","-999","16432","0.125444","32","-999"
"32","83.212667","-5.709525","101140832126588972","83.21262996","-5.70954453","12.574","-999","12.022","-999","11.755","-999","11.6","-999","0","0","0","0","16484","-999","100","-999","100","-999","16484","-999"
"32","83.212667","-5.709525","101140832128048434","83.21282691","-5.70998642","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","0","-999","16416","-999","16416","-999"
"32","83.212667","-5.709525","101140832130348641","83.21303849","-5.70980438","-999","-999","-999","-999","13.5489","0.000745","-999","-999","0","0","2","0","0","-999","0","-999","24","0.1046","0","-999"
"33","83.217083","-5.917228","100890832170729740","83.21709148","-5.91723057","15.4338","0.001001","14.5824","0.000552","14.0854","0.000426","13.8511","0.000564","6","8","8","8","16696","0.999681","16696","0.999827","16696","0.999011","16696","0.999667"
"33","83.217083","-5.917228","100890832173519097","83.21734767","-5.91775645","-999","-999","-999","-999","-999","-999","18.5349","0.046778","0","0","0","1","0","-999","0","-999","0","-999","4120","0.666516"
"33","83.217083","-5.917228","100900832168610613","83.21685536","-5.91649684","-999","-999","-999","-999","-999","-999","18.9372","0.06079","0","0","0","1","0","-999","0","-999","0","-999","16781336","0.763463"
"34","83.223","-6.100306","100680832230100043","83.22300898","-6.10031834","18.1615","0.003985","16.9295","0.001832","15.5671","0.000601","14.8217","0.000696","8","10","18","14","16696","0.999493","16696","0.999497","16696","0.99928","16696","0.999687"
"35","83.232417","-5.617275","101250832324129679","83.23239859","-5.61729029","18.079","0.005017","17.1532","0.003286","15.4507","0.000657","14.6586","0.000916","5","5","14","7","16696","0.999243","16696","0.999805","16696","0.999677","16696","0.998685"
"35","83.232417","-5.617275","101260832330600263","83.23304412","-5.6167919","-999","-999","-999","-999","-999","-999","19.8252","0.091868","0","0","0","1","0","-999","0","-999","0","-999","16777232","0.66155"
"36","83.234333","-4.851206","102170832340918227","83.23411769","-4.85192031","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","0","-999","0","-999"
"36","83.234333","-4.851206","102170832343008575","83.23431042","-4.85153741","-999","-999","-999","-999","-999","-999","15.4508","0.019384","0","0","0","1","0","-999","0","-999","0","-999","4120","0.103138"
"36","83.234333","-4.851206","102170832343518972","83.23437835","-4.85122465","14.2795","0.000631","13.6791","0.000597","13.425","-999","13.3057","0.000515","4","3","0","6","16696","0.999197","16696","0.999815","16420","-999","16696","0.998706"
"37","83.234583","-6.055253","100730832345844096","83.2345894","-6.05526972","17.1076","0.002072","15.9421","0.00101","15.0576","0.000465","14.522","0.001125","8","10","17","3","16696","0.999827","16696","0.999542","16696","0.999257","16696","0.998351"
"37","83.234583","-6.055253","100730832351704248","83.23518874","-6.0551607","-999","-999","-999","-999","18.8558","0.036311","-999","-999","0","0","2","0","0","-999","0","-999","16","0.634484","0","-999"
"38","83.237083","-5.21325","101740832370994514","83.23710728","-5.21324507","17.0207","0.002313","15.7421","0.001061","14.889","0.000596","14.267","0.000643","6","7","9","8","16696","0.999825","16696","0.999451","16696","0.999426","16696","0.999679"
"38","83.237083","-5.21325","101740832371074861","83.23709619","-5.21291345","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","32","-999","32","-999"
"39","83.23725","-5.241006","101710832370510896","83.23711545","-5.24124603","-999","-999","-999","-999","-999","-999","12.7858","0.022414","0","0","0","1","0","-999","16416","-999","16416","-999","20536","0"
"39","83.23725","-5.241006","101710832371492041","83.23715622","-5.2403042","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","0","-999","16416","-999"
"39","83.23725","-5.241006","101710832373161084","83.23731277","-5.24110885","12.402","-999","11.925","-999","11.729","-999","11.637","-999","0","0","0","0","36","-999","36","-999","36","-999","36","-999"
"39","83.23725","-5.241006","101710832373690545","83.23736983","-5.24155106","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","0","-999","16416","-999","0","-999"
"39","83.23725","-5.241006","101710832375460678","83.23754759","-5.2414401","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","16416","-999","16416","-999","16416","-999"
"39","83.23725","-5.241006","101710832376001024","83.2376061","-5.24115527","-999","-999","-999","-999","-999","-999","13.73","0.001434","0","0","0","1","0","-999","0","-999","0","-999","16777240","0.549675"
"39","83.23725","-5.241006","101710832380361473","83.23804209","-5.24077857","-999","-999","-999","-999","-999","-999","16.2814","0.016143","0","0","0","1","0","-999","0","-999","0","-999","4120","0.131456"
"40","83.237833","-4.566497","102510832380769927","83.23808058","-4.56707269","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","0","-999","0","-999"
"40","83.237833","-4.566497","102520832375200799","83.23759306","-4.56635954","-999","-999","7.83736","0.001","-999","-999","8.76728","0.001","0","1","0","1","0","-999","24","0","0","-999","24","0.046055"
"40","83.237833","-4.566497","102520832377091555","83.23776424","-4.56570377","12.8024","0.001","-999","-999","13.6786","0.000613","13.1687","0.001283","1","0","3","1","16793648","0.31172","16416","-999","16793656","0.838571","16793656","0.682772"
"40","83.237833","-4.566497","102520832377730514","83.23785","-4.566498","7.585","-999","7.731","-999","7.88","-999","7.993","-999","0","0","0","0","68","-999","16484","-999","16484","-999","16484","-999"
"40","83.237833","-4.566497","102520832380111577","83.23797582","-4.5657264","-999","-999","13.3526","0.000705","-999","-999","12.4249","0.001","0","4","0","1","0","-999","16777240","0.681044","0","-999","16777240","0.626762"
"40","83.237833","-4.566497","102520832380520749","83.23810983","-4.56670065","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","16416","-999","0","-999","0","-999","0","-999"
"40","83.237833","-4.566497","102520832382521055","83.23843286","-4.56605583","-999","-999","-999","-999","13.0322","0.000707","12.8136","0.000552","0","0","2","4","0","-999","0","-999","16777232","0.00955","16777240","0.913685"
"41","83.238208","-5.125789","101840832376719812","83.23767517","-5.12550919","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","0","-999","0","-999"
"41","83.238208","-5.125789","101840832382039445","83.23821591","-5.12581727","14.5585","0.000768","13.7367","0.001","13.199","-999","12.927","-999","4","1","0","0","16696","0.999851","16696","0.999374","16420","-999","16420","-999"
"41","83.238208","-5.125789","101840832384289179","83.23842742","-5.12601865","17.2055","0.046829","-999","-999","-999","-999","-999","-999","1","0","0","0","4120","0.169113","0","-999","0","-999","0","-999"
"42","83.241333","-6.045275","100740832406525878","83.24064939","-6.04544523","-999","-999","18.7843","0.04268","-999","-999","-999","-999","0","1","0","0","0","-999","16777232","0.718805","0","-999","0","-999"
"42","83.241333","-6.045275","100740832413076086","83.24131407","-6.04527882","17.4599","0.003327","16.2544","0.001389","15.1223","0.00047","14.5381","0.000698","5","8","18","10","16696","0.999632","16696","0.999361","16696","0.999601","16696","0.998738"
"42","83.241333","-6.045275","100740832416205907","83.24162337","-6.04542847","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","0","-999","0","-999"
"43","83.243958","-5.017514","101970832439219369","83.24391672","-5.01754929","14.2779","0.000901","13.6292","0.001","13.368","-999","13.2116","0.000516","2","1","0","5","16696","0.999696","16696","0.999683","16420","-999","16696","0.998977"
"43","83.243958","-5.017514","101970832439668424","83.24397806","-5.01832912","17.748","0.014166","-999","-999","-999","-999","-999","-999","1","0","0","0","16781336","0.451312","0","-999","0","-999","0","-999"
"43","83.243958","-5.017514","101970832441438929","83.24414401","-5.01790262","-999","-999","-999","-999","-999","-999","17.0575","0.014665","0","0","0","1","0","-999","0","-999","0","-999","4120","0.674964"
"43","83.243958","-5.017514","101970832445259295","83.24456552","-5.0175884","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","0","0","-999","0","-999","0","-999","0","-999"
